CustomerID,R,F,M,RFMSegment,RFMScore,CustomerGroup
221,13039.0,4,2,2,422,8,Sliver
222,13040.0,1,3,3,133,7,Sliver
223,13041.0,4,3,3,433,10,Bronze
224,13042.0,4,1,2,412,7,Sliver
225,13043.0,3,4,3,343,10,Bronze
226,13044.0,3,1,1,311,5,Gold
227,13045.0,3,3,3,333,9,Bronze
228,13046.0,2,2,2,222,6,Sliver
229,13047.0,2,1,1,211,4,Gold
230,13048.0,1,1,1,111,3,Gold
231,13049.0,2,3,2,232,7,Sliver
232,13050.0,1,1,1,111,3,Gold
233,13051.0,4,4,4,444,12,Bronze
234,13052.0,3,1,1,311,5,Gold
235,13053.0,4,4,4,444,12,Bronze
236,13055.0,2,1,1,211,4,Gold
237,13056.0,4,4,4,444,12,Bronze
238,13057.0,4,3,3,433,10,Bronze
239,13058.0,1,4,4,144,9,Bronze
240,13059.0,3,1,1,311,5,Gold
241,13060.0,3,4,4,344,11,Bronze
242,13061.0,2,4,4,244,10,Bronze
243,13062.0,3,4,3,343,10,Bronze
244,13063.0,4,4,4,444,12,Bronze
245,13064.0,1,2,2,122,5,Gold
246,13065.0,3,2,2,322,7,Sliver
247,13066.0,1,3,3,133,7,Sliver
248,13067.0,2,3,3,233,8,Sliver
249,13068.0,1,4,3,143,8,Sliver
250,13069.0,1,1,1,111,3,Gold
251,13070.0,3,3,3,333,9,Bronze
252,13071.0,4,4,4,444,12,Bronze
253,13072.0,3,4,4,344,11,Bronze
254,13073.0,4,3,3,433,10,Bronze
255,13074.0,4,3,2,432,9,Bronze
256,13075.0,3,3,2,332,8,Sliver
257,13076.0,4,4,4,444,12,Bronze
258,13077.0,1,1,1,111,3,Gold
259,13078.0,1,1,1,111,3,Gold
260,13079.0,1,4,3,143,8,Sliver
261,13080.0,3,4,4,344,11,Bronze
262,13081.0,1,1,1,111,3,Gold
263,13082.0,3,2,1,321,6,Sliver
264,13083.0,1,3,3,133,7,Sliver
265,13084.0,4,4,4,444,12,Bronze
266,13085.0,3,2,1,321,6,Sliver
267,13086.0,4,3,3,433,10,Bronze
268,13087.0,4,4,4,444,12,Bronze
269,13088.0,4,4,4,444,12,Bronze
270,13089.0,1,1,1,111,3,Gold
271,13090.0,1,1,1,111,3,Gold
272,13091.0,2,3,1,231,6,Sliver
273,13092.0,2,2,2,222,6,Sliver
274,13093.0,3,1,1,311,5,Gold
275,13094.0,1,3,1,131,5,Gold
276,13095.0,2,4,4,244,10,Bronze
277,13096.0,4,4,3,443,11,Bronze
278,13097.0,2,1,1,211,4,Gold
279,13098.0,1,1,1,111,3,Gold
280,13099.0,3,4,4,344,11,Bronze
281,13101.0,3,3,3,333,9,Bronze
282,13102.0,1,1,1,111,3,Gold
283,13103.0,2,3,3,233,8,Sliver
284,13104.0,1,3,2,132,6,Sliver
285,13105.0,4,4,4,444,12,Bronze
286,13106.0,3,4,3,343,10,Bronze
287,13107.0,2,1,1,211,4,Gold
288,13108.0,3,3,3,333,9,Bronze
289,13109.0,2,2,2,222,6,Sliver
290,13110.0,2,1,1,211,4,Gold
291,13111.0,4,4,4,444,12,Bronze
292,13112.0,4,4,4,444,12,Bronze
293,13113.0,1,1,1,111,3,Gold
294,13114.0,4,4,4,444,12,Bronze
295,13115.0,1,1,1,111,3,Gold
296,13116.0,3,3,3,333,9,Bronze
297,13117.0,1,1,1,111,3,Gold
298,13118.0,1,1,1,111,3,Gold
299,13119.0,4,4,4,444,12,Bronze
300,13120.0,3,4,4,344,11,Bronze
301,13121.0,3,3,4,334,10,Bronze
302,13122.0,2,2,2,222,6,Sliver
303,13123.0,4,3,3,433,10,Bronze
304,13124.0,2,1,1,211,4,Gold
305,13125.0,4,4,4,444,12,Bronze
306,13126.0,1,1,1,111,3,Gold
307,13127.0,2,4,4,244,10,Bronze
308,13128.0,4,4,4,444,12,Bronze
309,13129.0,4,4,4,444,12,Bronze
310,13130.0,2,4,4,244,10,Bronze
311,13131.0,1,1,1,111,3,Gold
312,13132.0,3,4,4,344,11,Bronze
313,13133.0,3,4,4,344,11,Bronze
314,13134.0,2,2,1,221,5,Gold
315,13135.0,3,4,1,341,8,Sliver
316,13136.0,2,1,1,211,4,Gold
317,13137.0,1,1,1,111,3,Gold
318,13138.0,1,2,2,122,5,Gold
319,13139.0,1,1,1,111,3,Gold
320,13140.0,3,2,2,322,7,Sliver
321,13141.0,2,1,1,211,4,Gold
322,13142.0,1,3,4,134,8,Sliver
323,13143.0,4,3,3,433,10,Bronze
324,13144.0,3,4,4,344,11,Bronze
325,13145.0,2,4,2,242,8,Sliver
326,13146.0,2,4,4,244,10,Bronze
327,13147.0,1,4,3,143,8,Sliver
328,13148.0,2,1,1,211,4,Gold
329,13149.0,1,2,2,122,5,Gold
330,13150.0,4,4,3,443,11,Bronze
331,13151.0,3,1,1,311,5,Gold
332,13152.0,4,2,2,422,8,Sliver
333,13153.0,1,4,3,143,8,Sliver
334,13154.0,4,2,2,422,8,Sliver
335,13155.0,2,2,2,222,6,Sliver
336,13156.0,4,2,2,422,8,Sliver
337,13157.0,2,1,1,211,4,Gold
338,13158.0,2,2,2,222,6,Sliver
339,13159.0,1,2,2,122,5,Gold
340,13160.0,1,4,4,144,9,Bronze
341,13161.0,3,3,3,333,9,Bronze
342,13162.0,3,1,1,311,5,Gold
343,13163.0,4,4,4,444,12,Bronze
344,13164.0,4,4,3,443,11,Bronze
345,13165.0,2,3,2,232,7,Sliver
346,13166.0,3,2,2,322,7,Sliver
347,13167.0,1,2,2,122,5,Gold
348,13168.0,2,1,2,212,5,Gold
349,13169.0,2,4,2,242,8,Sliver
350,13170.0,2,3,4,234,9,Bronze
351,13171.0,1,3,3,133,7,Sliver
352,13172.0,4,4,4,444,12,Bronze
353,13173.0,1,1,1,111,3,Gold
354,13174.0,1,1,1,111,3,Gold
355,13175.0,4,3,2,432,9,Bronze
356,13176.0,2,2,3,223,7,Sliver
357,13177.0,2,3,3,233,8,Sliver
358,13178.0,2,1,1,211,4,Gold
359,13179.0,4,3,3,433,10,Bronze
360,13180.0,4,4,4,444,12,Bronze
361,13181.0,3,4,3,343,10,Bronze
362,13182.0,2,4,4,244,10,Bronze
363,13183.0,1,1,1,111,3,Gold
364,13184.0,1,1,2,112,4,Gold
365,13185.0,3,4,4,344,11,Bronze
366,13186.0,2,2,2,222,6,Sliver
367,13187.0,3,2,3,323,8,Sliver
368,13188.0,1,4,4,144,9,Bronze
369,13189.0,1,3,4,134,8,Sliver
370,13190.0,4,4,3,443,11,Bronze
371,13191.0,4,2,4,424,10,Bronze
372,13192.0,2,1,1,211,4,Gold
373,13193.0,2,3,4,234,9,Bronze
374,13194.0,3,4,3,343,10,Bronze
375,13195.0,4,3,4,434,11,Bronze
376,13196.0,1,1,1,111,3,Gold
377,13197.0,4,4,3,443,11,Bronze
378,13198.0,1,1,1,111,3,Gold
379,13199.0,1,1,1,111,3,Gold
380,13200.0,1,3,2,132,6,Sliver
381,13201.0,4,2,2,422,8,Sliver
382,13202.0,4,2,2,422,8,Sliver
383,13203.0,1,1,1,111,3,Gold
384,13204.0,4,2,2,422,8,Sliver
385,13205.0,4,4,1,441,9,Bronze
386,13206.0,4,1,1,411,6,Sliver
387,13207.0,1,4,3,143,8,Sliver
388,13208.0,2,1,2,212,5,Gold
389,13209.0,2,1,1,211,4,Gold
390,13210.0,2,3,3,233,8,Sliver
391,13211.0,1,1,1,111,3,Gold
392,13212.0,1,1,3,113,5,Gold
393,13213.0,2,1,1,211,4,Gold
394,13214.0,4,1,1,411,6,Sliver
395,13215.0,4,4,4,444,12,Bronze
396,13216.0,3,4,3,343,10,Bronze
397,13217.0,3,4,3,343,10,Bronze
398,13218.0,3,4,4,344,11,Bronze
399,13219.0,4,4,4,444,12,Bronze
400,13220.0,2,2,2,222,6,Sliver
401,13221.0,3,2,2,322,7,Sliver
402,13222.0,4,4,4,444,12,Bronze
403,13223.0,3,4,2,342,9,Bronze
404,13224.0,2,2,2,222,6,Sliver
405,13225.0,1,2,1,121,4,Gold
406,13226.0,3,3,4,334,10,Bronze
407,13227.0,3,4,4,344,11,Bronze
408,13228.0,2,4,3,243,9,Bronze
409,13229.0,3,4,4,344,11,Bronze
410,13230.0,1,1,1,111,3,Gold
411,13232.0,1,1,2,112,4,Gold
412,13233.0,2,2,2,222,6,Sliver
413,13234.0,4,2,3,423,9,Bronze
414,13235.0,3,2,2,322,7,Sliver
415,13236.0,1,3,3,133,7,Sliver
416,13237.0,4,3,3,433,10,Bronze
417,13238.0,1,3,2,132,6,Sliver
418,13239.0,3,2,2,322,7,Sliver
419,13240.0,2,1,2,212,5,Gold
420,13241.0,4,3,4,434,11,Bronze
421,13242.0,3,3,3,333,9,Bronze
422,13243.0,3,1,2,312,6,Sliver
423,13244.0,2,3,4,234,9,Bronze
424,13245.0,2,3,2,232,7,Sliver
425,13246.0,1,1,1,111,3,Gold
426,13247.0,1,3,3,133,7,Sliver
427,13248.0,3,3,3,333,9,Bronze
428,13249.0,2,3,2,232,7,Sliver
429,13250.0,4,4,4,444,12,Bronze
430,13251.0,4,3,4,434,11,Bronze
431,13252.0,4,4,3,443,11,Bronze
432,13253.0,3,2,1,321,6,Sliver
433,13254.0,3,4,4,344,11,Bronze
434,13255.0,1,3,3,133,7,Sliver
435,13257.0,4,4,4,444,12,Bronze
436,13258.0,1,3,2,132,6,Sliver
437,13259.0,2,1,2,212,5,Gold
438,13260.0,2,4,3,243,9,Bronze
439,13261.0,3,4,2,342,9,Bronze
440,13262.0,3,3,3,333,9,Bronze
441,13263.0,1,1,1,111,3,Gold
442,13264.0,4,3,3,433,10,Bronze
443,13265.0,2,2,2,222,6,Sliver
444,13266.0,1,1,1,111,3,Gold
445,13267.0,1,1,1,111,3,Gold
446,13268.0,1,1,1,111,3,Gold
447,13269.0,1,1,1,111,3,Gold
448,13270.0,3,4,3,343,10,Bronze
449,13271.0,2,2,4,224,8,Sliver
450,13272.0,2,4,4,244,10,Bronze
451,13273.0,3,4,4,344,11,Bronze
452,13274.0,4,4,3,443,11,Bronze
453,13275.0,4,3,4,434,11,Bronze
454,13276.0,2,1,2,212,5,Gold
455,13277.0,1,3,3,133,7,Sliver
456,13278.0,2,2,2,222,6,Sliver
457,13279.0,2,4,4,244,10,Bronze
458,13280.0,3,1,1,311,5,Gold
459,13281.0,4,3,3,433,10,Bronze
460,13282.0,1,3,2,132,6,Sliver
461,13283.0,2,4,3,243,9,Bronze
462,13284.0,3,4,4,344,11,Bronze
463,13285.0,1,1,1,111,3,Gold
464,13286.0,4,3,3,433,10,Bronze
465,13287.0,4,2,3,423,9,Bronze
466,13288.0,4,4,2,442,10,Bronze
467,13289.0,4,4,4,444,12,Bronze
468,13290.0,4,4,4,444,12,Bronze
469,13291.0,3,1,1,311,5,Gold
470,13292.0,2,2,2,222,6,Sliver
471,13293.0,4,2,2,422,8,Sliver
472,13294.0,3,2,2,322,7,Sliver
473,13295.0,3,2,2,322,7,Sliver
474,13296.0,3,2,3,323,8,Sliver
475,13297.0,1,2,1,121,4,Gold
476,13298.0,1,4,3,143,8,Sliver
477,13299.0,3,2,2,322,7,Sliver
478,13300.0,3,2,2,322,7,Sliver
479,13301.0,3,2,3,323,8,Sliver
480,13302.0,3,4,4,344,11,Bronze
481,13303.0,4,4,4,444,12,Bronze
482,13304.0,3,2,2,322,7,Sliver
483,13305.0,1,1,1,111,3,Gold
484,13306.0,4,4,4,444,12,Bronze
485,13307.0,3,4,4,344,11,Bronze
486,13308.0,1,2,2,122,5,Gold
487,13309.0,1,2,2,122,5,Gold
488,13310.0,2,2,2,222,6,Sliver
489,13311.0,1,3,3,133,7,Sliver
490,13312.0,4,4,4,444,12,Bronze
491,13313.0,1,1,1,111,3,Gold
492,13314.0,1,2,3,123,6,Sliver
493,13315.0,4,3,4,434,11,Bronze
494,13316.0,2,1,1,211,4,Gold
495,13317.0,2,1,1,211,4,Gold
496,13318.0,1,4,3,143,8,Sliver
497,13319.0,1,1,1,111,3,Gold
498,13320.0,2,1,1,211,4,Gold
499,13321.0,2,4,3,243,9,Bronze
500,13322.0,1,3,4,134,8,Sliver
501,13323.0,1,3,3,133,7,Sliver
502,13324.0,2,2,1,221,5,Gold
503,13325.0,2,4,3,243,9,Bronze
504,13326.0,4,4,4,444,12,Bronze
505,13327.0,2,1,1,211,4,Gold
506,13328.0,3,4,2,342,9,Bronze
507,13329.0,2,2,1,221,5,Gold
508,13330.0,2,2,1,221,5,Gold
509,13331.0,4,4,4,444,12,Bronze
510,13332.0,1,3,3,133,7,Sliver
511,13333.0,4,2,2,422,8,Sliver
512,13334.0,2,1,1,211,4,Gold
513,13336.0,2,3,3,233,8,Sliver
514,13337.0,4,2,2,422,8,Sliver
515,13338.0,3,2,1,321,6,Sliver
516,13339.0,3,2,2,322,7,Sliver
517,13340.0,2,1,1,211,4,Gold
518,13341.0,3,3,3,333,9,Bronze
519,13343.0,3,4,3,343,10,Bronze
520,13344.0,2,2,1,221,5,Gold
521,13345.0,3,4,3,343,10,Bronze
522,13346.0,4,4,4,444,12,Bronze
523,13347.0,2,4,3,243,9,Bronze
524,13348.0,2,4,4,244,10,Bronze
525,13349.0,1,4,4,144,9,Bronze
526,13350.0,1,3,2,132,6,Sliver
527,13351.0,2,4,3,243,9,Bronze
528,13352.0,2,3,3,233,8,Sliver
529,13354.0,2,3,3,233,8,Sliver
530,13355.0,3,3,3,333,9,Bronze
531,13356.0,2,3,3,233,8,Sliver
532,13357.0,3,1,1,311,5,Gold
533,13358.0,3,3,3,333,9,Bronze
534,13359.0,2,2,2,222,6,Sliver
535,13360.0,4,2,2,422,8,Sliver
536,13361.0,4,3,2,432,9,Bronze
537,13362.0,1,1,1,111,3,Gold
538,13363.0,1,2,2,122,5,Gold
539,13364.0,2,4,4,244,10,Bronze
540,13365.0,2,2,1,221,5,Gold
541,13366.0,2,4,4,244,10,Bronze
542,13367.0,4,4,3,443,11,Bronze
543,13368.0,3,3,2,332,8,Sliver
544,13369.0,3,4,4,344,11,Bronze
545,13370.0,3,3,3,333,9,Bronze
546,13371.0,4,2,1,421,7,Sliver
547,13372.0,2,3,3,233,8,Sliver
548,13373.0,2,1,1,211,4,Gold
549,13374.0,4,4,3,443,11,Bronze
550,13375.0,2,2,2,222,6,Sliver
551,13376.0,3,2,2,322,7,Sliver
552,13377.0,4,2,2,422,8,Sliver
553,13379.0,2,2,3,223,7,Sliver
554,13380.0,4,4,4,444,12,Bronze
555,13381.0,2,1,1,211,4,Gold
556,13382.0,3,2,2,322,7,Sliver
557,13383.0,4,4,4,444,12,Bronze
558,13384.0,2,1,1,211,4,Gold
559,13385.0,3,3,3,333,9,Bronze
560,13386.0,4,3,2,432,9,Bronze
561,13387.0,4,2,4,424,10,Bronze
562,13388.0,3,2,2,322,7,Sliver
563,13389.0,1,3,3,133,7,Sliver
564,13390.0,2,4,3,243,9,Bronze
565,13391.0,3,4,4,344,11,Bronze
566,13392.0,4,4,4,444,12,Bronze
567,13393.0,4,2,2,422,8,Sliver
568,13394.0,1,1,1,111,3,Gold
569,13395.0,3,2,2,322,7,Sliver
570,13396.0,2,3,2,232,7,Sliver
571,13397.0,2,2,1,221,5,Gold
572,13398.0,3,3,3,333,9,Bronze
573,13399.0,4,4,4,444,12,Bronze
574,13400.0,4,3,4,434,11,Bronze
575,13402.0,3,2,2,322,7,Sliver
576,13403.0,1,4,4,144,9,Bronze
577,13404.0,1,4,4,144,9,Bronze
578,13405.0,2,3,2,232,7,Sliver
579,13406.0,4,4,3,443,11,Bronze
580,13407.0,4,2,1,421,7,Sliver
581,13408.0,1,1,1,111,3,Gold
582,13410.0,1,3,1,131,5,Gold
583,13411.0,3,4,4,344,11,Bronze
584,13412.0,4,3,3,433,10,Bronze
585,13413.0,4,3,3,433,10,Bronze
586,13414.0,3,2,1,321,6,Sliver
587,13415.0,4,2,3,423,9,Bronze
588,13416.0,2,3,2,232,7,Sliver
589,13417.0,1,2,2,122,5,Gold
590,13418.0,1,1,1,111,3,Gold
591,13419.0,2,4,4,244,10,Bronze
592,13420.0,3,4,4,344,11,Bronze
593,13421.0,2,1,1,211,4,Gold
594,13422.0,2,2,1,221,5,Gold
595,13423.0,4,4,4,444,12,Bronze
596,13424.0,4,3,3,433,10,Bronze
597,13425.0,3,1,1,311,5,Gold
598,13426.0,1,1,1,111,3,Gold
599,13427.0,1,3,2,132,6,Sliver
600,13428.0,1,1,3,113,5,Gold
601,13429.0,1,2,2,122,5,Gold
602,13430.0,1,3,3,133,7,Sliver
603,13431.0,2,2,1,221,5,Gold
604,13432.0,4,2,3,423,9,Bronze
605,13433.0,4,3,3,433,10,Bronze
606,13434.0,2,3,2,232,7,Sliver
607,13435.0,1,1,1,111,3,Gold
608,13436.0,1,4,4,144,9,Bronze
609,13437.0,1,1,1,111,3,Gold
610,13438.0,4,4,4,444,12,Bronze
611,13439.0,3,1,2,312,6,Sliver
612,13440.0,4,2,2,422,8,Sliver
613,13441.0,2,3,3,233,8,Sliver
614,13442.0,4,3,3,433,10,Bronze
615,13443.0,4,1,2,412,7,Sliver
616,13444.0,3,2,3,323,8,Sliver
617,13445.0,4,4,4,444,12,Bronze
618,13446.0,4,1,1,411,6,Sliver
619,13447.0,1,2,2,122,5,Gold
620,13448.0,1,1,1,111,3,Gold
621,13449.0,1,4,4,144,9,Bronze
622,13450.0,2,1,1,211,4,Gold
623,13451.0,2,1,1,211,4,Gold
624,13452.0,3,4,3,343,10,Bronze
625,13453.0,3,3,3,333,9,Bronze
626,13454.0,4,3,4,434,11,Bronze
627,13455.0,1,2,1,121,4,Gold
628,13456.0,1,2,2,122,5,Gold
629,13457.0,4,4,4,444,12,Bronze
630,13458.0,1,1,1,111,3,Gold
631,13459.0,4,2,2,422,8,Sliver
632,13460.0,2,4,4,244,10,Bronze
633,13461.0,2,2,1,221,5,Gold
634,13462.0,3,2,2,322,7,Sliver
635,13464.0,2,1,1,211,4,Gold
636,13465.0,4,3,2,432,9,Bronze
637,13466.0,3,2,2,322,7,Sliver
638,13467.0,1,2,2,122,5,Gold
639,13468.0,1,1,1,111,3,Gold
640,13469.0,4,4,4,444,12,Bronze
